sample_id,theta_ej_0,nu_theta_ej_M,nu_theta_ej_z,mu_beta
39,3.159642219543457,-0.11607719212770462,-1.2968569993972778,0.943124532699585
40,4.98020076751709,-0.16417081654071808,-2.2172868251800537,0.7270371913909912
41,2.951343059539795,-0.060511380434036255,-1.1368212699890137,1.1612833738327026
42,2.764658212661743,-0.210200697183609,-0.5009883642196655,1.196736454963684
43,2.113847255706787,-0.22434745728969574,-1.05266273021698,0.40368905663490295
44,4.457052230834961,-0.1803475320339203,-0.6854523420333862,0.942541241645813
45,2.7907769680023193,-0.0905400812625885,0.2966916561126709,0.5902659893035889
46,2.2000064849853516,-0.24703112244606018,2.552621841430664,0.61286461353302
47,1.888780117034912,-0.17866000533103943,-0.1416887491941452,0.49129536747932434
48,3.793452739715576,-0.19451607763767242,0.13160891830921173,0.5002015829086304
49,1.0787758827209473,-0.1128249317407608,1.1935967206954956,0.8596020936965942
50,2.988191604614258,-0.03562884032726288,-0.428213506937027,0.5336886644363403
51,1.162532091140747,-0.050942935049533844,1.397103190422058,0.6867247819900513
52,5.08434534072876,-0.1571999043226242,1.0292236804962158,1.0596338510513306
53,3.3103880882263184,-0.25244277715682983,-0.65859055519104,1.3710606098175049
54,2.736013174057007,-0.18010592460632324,-1.4641660451889038,0.7430049777030945
55,3.6788601875305176,-0.2376377135515213,1.160043478012085,1.0155080556869507
56,3.3865156173706055,-0.2572677731513977,0.5249843001365662,0.42416808009147644
57,2.5122110843658447,-0.189464271068573,0.8572794198989868,0.7037274241447449
58,2.7186832427978516,-0.17469541728496552,0.3318469822406769,1.0280109643936157
59,2.813347101211548,-0.2032783180475235,0.3640556037425995,0.8220722675323486
60,3.0189943313598633,-0.0753173679113388,1.3480240106582642,0.49473533034324646
61,5.783265590667725,-0.17350485920906067,2.5105581283569336,1.2419297695159912
62,3.225829839706421,-0.0468137189745903,0.6332850456237793,1.117079496383667
63,2.7186832427978516,-0.17469541728496552,0.3318469822406769,1.0280109643936157
64,2.5163583755493164,-0.24442309141159058,0.018896933645009995,0.9316504597663879
65,5.0704193115234375,-0.20231813192367554,-0.18712876737117767,0.7169018387794495
66,1.8198002576828003,-0.1133512556552887,1.9889568090438843,1.2991135120391846
67,1.7833633422851562,-0.21796734631061554,-0.778430700302124,0.6696502566337585
68,1.3408124446868896,-0.29151931405067444,-0.14959564805030823,0.5289797186851501
69,5.834285736083984,-0.17115911841392517,2.7651965618133545,1.079573154449463
70,4.072554588317871,-0.07977890223264694,0.6507456302642822,0.8894482254981995
71,4.719273567199707,-0.0047716498374938965,0.7478145360946655,0.44403722882270813
72,4.35896110534668,-0.13070856034755707,-0.07665690034627914,1.0522023439407349
73,4.346340179443359,-0.26531243324279785,-0.9842727184295654,0.8558000326156616
74,4.375535011291504,-0.10632389038801193,2.956073760986328,0.5605640411376953
75,4.381434440612793,-0.09986869990825653,-0.3267958164215088,0.6461892127990723
76,2.6514670848846436,-0.22192764282226562,0.016222864389419556,0.19255799055099487
77,5.175072193145752,-0.14885298907756805,-2.4366226196289062,1.2675371170043945
78,5.809757232666016,-0.16725939512252808,0.26243671774864197,1.3154137134552002
79,4.87371301651001,-0.1650872826576233,-0.5489126443862915,0.4103010594844818
80,1.3863739967346191,-0.11891862750053406,1.3137205839157104,1.1718398332595825
81,3.632999897003174,-0.21512889862060547,-1.3800199031829834,0.7234130501747131
82,2.8362720012664795,-0.1931862086057663,0.905472457408905,0.9060460925102234
83,3.400956630706787,-0.10370095074176788,1.4023603200912476,0.23841381072998047
84,2.233494520187378,-0.21858516335487366,-1.4532238245010376,0.8708652853965759
85,3.6644933223724365,-0.06113208085298538,1.2302664518356323,0.15601509809494019
86,4.197837829589844,-0.02012309432029724,-0.49701419472694397,0.4112062454223633
87,5.176064491271973,-0.1071728765964508,-0.13235077261924744,0.03354203701019287
88,3.803638458251953,-0.11270789802074432,1.3607693910598755,0.09404009580612183
89,3.180647373199463,-0.11499552428722382,1.4459537267684937,0.5053324103355408
90,3.6366775035858154,-0.12368954718112946,1.2621519565582275,0.5104843974113464
91,2.8392648696899414,-0.20001575350761414,1.0004886388778687,1.4002857208251953
92,4.183342456817627,-0.1438707411289215,0.2826169729232788,0.5084242224693298
93,2.2413487434387207,-0.22363701462745667,2.8656692504882812,0.7527137398719788
94,3.6221706867218018,-0.14295694231987,0.2997075617313385,0.6911554932594299
95,2.4331297874450684,-0.19500285387039185,0.916125476360321,1.3742048740386963
96,2.951343059539795,-0.060511380434036255,-1.1368212699890137,1.1612833738327026
97,3.044961929321289,-0.1342732310295105,0.47374454140663147,1.1235506534576416
98,2.7069473266601562,-0.12903523445129395,2.201747179031372,0.6671233773231506
99,4.605338096618652,-0.1654929369688034,0.5431129336357117,0.7392483353614807
100,3.514678478240967,-0.0696253702044487,2.033668279647827,1.145096778869629
101,4.517963409423828,-0.18908736109733582,-1.1343746185302734,0.38930463790893555
102,2.87567400932312,-0.26531845331192017,-0.6902980208396912,1.3550078868865967
103,5.809757232666016,-0.16725939512252808,0.26243671774864197,1.3154137134552002
104,5.761148929595947,-0.10529327392578125,1.0068025588989258,0.8401540517807007
105,3.5926644802093506,-0.0856151282787323,-0.9114023447036743,0.7774866819381714
106,1.6888668537139893,-0.2378573715686798,-2.0448992252349854,0.8667337894439697
107,3.1223366260528564,-0.12979865074157715,2.5516176223754883,1.134306788444519
108,2.0559113025665283,-0.10381707549095154,2.3045880794525146,0.7544200420379639
109,1.291799783706665,-0.11187304556369781,1.5181312561035156,1.0016419887542725
110,4.433258056640625,-0.10713900625705719,2.9496214389801025,1.388775110244751
111,2.7935383319854736,-0.17909538745880127,-1.3974287509918213,0.677926778793335
112,2.775881767272949,-0.09097803384065628,-1.073770523071289,0.8752446174621582
113,4.97330904006958,-0.10309400409460068,0.3115445375442505,0.048855483531951904
114,4.736175060272217,-0.2510373592376709,-1.0726807117462158,0.3411259055137634
115,4.935194492340088,-0.10966022312641144,-1.870942234992981,1.4046025276184082
116,3.321035861968994,-0.15424464643001556,-2.0196964740753174,0.6283559799194336
117,5.158269882202148,-0.059170834720134735,-2.1674880981445312,0.9674149751663208
118,2.9182019233703613,-0.2391248345375061,0.2630361020565033,1.4179341793060303
119,3.7387611865997314,-0.110405832529068,-1.1086678504943848,0.5561070442199707
120,1.8663969039916992,-0.15645843744277954,0.2214842587709427,0.3221686780452728
121,3.3005824089050293,-0.18720178306102753,1.6764945983886719,0.8785370588302612
122,3.6262738704681396,-0.10603106021881104,1.1512398719787598,0.2283673882484436
123,3.9361679553985596,-0.15706908702850342,-1.386717677116394,1.0310184955596924
124,3.8516292572021484,-0.14725925028324127,-0.9267404675483704,0.42024096846580505
125,3.1845993995666504,-0.09011900424957275,-1.7141579389572144,1.3711105585098267
126,2.9182019233703613,-0.2391248345375061,0.2630361020565033,1.4179341793060303
127,3.9919939041137695,-0.25887492299079895,1.9929994344711304,0.9672558903694153
128,4.147875785827637,-0.22945141792297363,0.83598393201828,0.39245355129241943
129,3.200266122817993,-0.1639675348997116,-1.3531174659729004,0.6312894225120544
130,2.5163583755493164,-0.24442309141159058,0.018896933645009995,0.9316504597663879
131,2.352203845977783,-0.18092189729213715,-2.500906467437744,0.7728837132453918
132,1.5384541749954224,-0.2097153663635254,0.4007955491542816,1.339752435684204
133,5.911698341369629,-0.12220069766044617,-2.624452590942383,0.4978918731212616
134,3.907869338989258,-0.11699585616588593,0.850898802280426,0.8661547303199768
135,4.1088786125183105,-0.1163315549492836,-1.5425283908843994,0.8755301833152771
136,4.626768112182617,-0.10287491977214813,-2.111131191253662,1.058686375617981
137,4.97330904006958,-0.10309400409460068,0.3115445375442505,0.048855483531951904
138,4.292197227478027,-0.10853753983974457,0.5696310997009277,0.6972499489784241
139,3.0040931701660156,-0.2149902880191803,1.698952078819275,1.0768940448760986
140,5.7457404136657715,-0.12242557108402252,0.8263066411018372,1.100795030593872
141,2.1788101196289062,-0.1005123183131218,-1.4448193311691284,1.3947374820709229
142,1.2639133930206299,-0.2055482566356659,1.2498927116394043,0.7066025137901306
143,5.346726417541504,-0.16238002479076385,0.45649954676628113,0.9505866169929504
144,2.3517210483551025,-0.022928431630134583,0.30774492025375366,0.42010268568992615
145,2.6387248039245605,-0.12475263327360153,0.9098783731460571,1.1431230306625366
146,1.1047773361206055,-0.16455645859241486,-2.1264805793762207,0.560989499092102
147,5.177151679992676,-0.18185509741306305,0.4775780141353607,0.5815539360046387
148,3.3161239624023438,-0.1544848531484604,0.23371538519859314,0.7724205851554871
149,3.1890997886657715,-0.1260817050933838,1.0566258430480957,1.025032639503479
150,3.395672082901001,-0.2786310017108917,0.23709239065647125,0.3678564727306366
151,2.7186832427978516,-0.17469541728496552,0.3318469822406769,1.0280109643936157
152,2.9593329429626465,-0.08845338225364685,-0.9904977679252625,0.6951354146003723
153,2.2413487434387207,-0.22363701462745667,2.8656692504882812,0.7527137398719788
154,3.6054396629333496,-0.14760860800743103,-1.551996111869812,1.402765154838562
155,4.246962547302246,-0.044721610844135284,0.12975579500198364,0.5084866881370544
156,1.794512152671814,-0.1905984878540039,-0.24464720487594604,1.3344312906265259
157,3.740391969680786,-0.23579831421375275,-1.886817455291748,0.6454541087150574
158,3.8297784328460693,-0.09825726598501205,1.6923531293869019,0.6346232891082764
159,1.4799797534942627,-0.00961335003376007,-0.6230100393295288,0.9447118043899536
160,5.897181510925293,-0.062063977122306824,-2.0519137382507324,0.07672232389450073
161,3.2965188026428223,-0.2925490140914917,1.8146871328353882,0.7918276190757751
162,3.826101064682007,-0.1136750653386116,-0.32485970854759216,0.12587261199951172
163,3.425260066986084,-0.2491384744644165,-0.8639273643493652,0.8405041694641113
164,3.3957982063293457,-0.26019373536109924,0.38413429260253906,0.42931288480758667
165,5.722785949707031,-0.05567677319049835,-1.2603256702423096,0.8913954496383667
166,2.005810499191284,-0.18512216210365295,-1.3182218074798584,1.3414435386657715
167,4.366430282592773,-0.13759425282478333,1.1883655786514282,0.8307087421417236
168,2.2625041007995605,-0.05379156768321991,0.25006240606307983,1.2886945009231567
169,2.2000064849853516,-0.24703112244606018,2.552621841430664,0.61286461353302
170,3.3865156173706055,-0.2572677731513977,0.5249843001365662,0.42416808009147644
171,3.9801316261291504,-0.08400532603263855,-2.0137319564819336,0.18211007118225098
